"Adres";"Adres za NATem";"Adres NAT";"Opis1";"Opis2";"Opis3";"Opis4";"Opis5"
"172.16.23.32/28";"Nie";"";"Gn3";"";"";"";""
"172.16.23.48/28";"Nie";"";"Gn4";"";"";"";""
"172.16.23.64/28";"Nie";"";"Gn5";"";"";"";""
"172.16.23.80/28";"Nie";"";"Gn6";"";"";"";""
"172.16.23.96/28";"Nie";"";"Gn7";"";"";"";""
"172.16.23.0/24";"Nie";"";"Gn Nowogrodzka47";"ggsn-war06-isn";"";"";""
"172.16.34.0/24";"Nie";"";"Gi";"Nowogrodzka 47";"ggsn-war06-isn";"";""
"172.16.34.112/28";"Nie";"";"";"";"";"";""
"172.16.34.128/28";"Nie";"";"";"";"";"";""
"172.16.34.144/28";"Nie";"";"";"";"";"";""
"172.16.34.160/28";"Nie";"";"";"";"";"";""
"172.16.34.176/28";"Nie";"";"";"";"";"";""
"172.16.34.192/28";"Nie";"";"";"";"";"";""
"172.16.34.208/28";"Nie";"";"";"";"";"";""
"172.16.34.224/28";"Nie";"";"";"";"";"";""
"172.16.34.0/28";"Nie";"";"Gi1";"";"";"";""
"172.16.34.16/28";"Nie";"";"Gi2";"";"";"";""
"172.16.34.32/28";"Nie";"";"Gi3";"";"";"";""
"172.16.34.48/28";"Nie";"";"Gi4";"";"";"";""
"172.16.34.64/28";"Nie";"";"Gi5";"";"";"";""
"172.16.34.80/28";"Nie";"";"Gi6";"";"";"";""
"172.16.34.96/28";"Nie";"";"Gi7";"";"";"";""
"10.11.130.64/29";"Nie";"";"reserved";"NLP-PROD";"(Nowogrodzka11)";"FW-VAS-WARN11";""
"172.16.34.240/28";"Nie";"";"";"";"";"";""
"172.18.197.0/24";"Nie";"";"interconnect";"";"";"";""
"172.16.23.240/28";"Nie";"";"GPRS Ga Nowogrodzka47 VLAN 202 ";"";"";"";""
"172.18.197.8/30";"Nie";"";"";"";"";"";""
"172.16.23.216/30";"Nie";"";"";"";"";"";""
"172.16.23.220/30";"Nie";"";"";"";"";"";""
"172.16.23.208/30";"Nie";"";"Gn dla LIG5 - tymczasowo";"";"";"";""
"172.16.23.212/30";"Nie";"";"Gn dla LIG5 - tymczasowo ";"";"";"";""
"172.16.80.0/20";"Nie";"";"MIG";"";"";"";""
"172.16.80.0/24";"Nie";"";"MIG<->CBSG SERVICE Kazimierzowska ";"";"";"";""
"172.16.83.0/25";"Nie";"";"MIG - Kazimierzowska - Site Disaster";"";"";"";""
"172.16.84.0/25";"Nie";"";"MIG - Kaliska - Site Disaster ";"";"";"";""
"172.16.81.0/24";"Nie";"";"MIG<->CBSG SERVICE Kaliska";"";"";"";""
"10.16.202.253/32";"Nie";"";"fwsm-cbsg01";"";"";"";""
"172.18.193.192/27";"Nie";"";"Gi7_korpo";"";"";"";""
"172.18.193.0/24";"Nie";"";"MSB Nowogrodzka 47";"Gi corpo";"";"";""
"10.11.184.0/26";"Nie";"";"NGN OTA network KEN";"";"";"";""
"172.18.193.224/27";"Nie";"";"";"";"";"";""
"172.18.193.0/27";"Nie";"";"Gi1_korpo";"";"";"";""
"172.18.193.32/27";"Nie";"";"Gi2_korpo";"";"";"";""
"172.18.193.64/27";"Nie";"";"Gi3_korpo";"";"";"";""
"172.18.193.96/27";"Nie";"";"Gi4_korpo";"";"";"";""
"172.18.193.128/27";"Nie";"";"Gi5_korpo";"";"";"";""
"172.18.193.160/27";"Nie";"";"Gi6_korpo";"";"";"";""
"172.16.85.0/24";"Nie";"";"mig-internet-test";"";"";"";""
"172.16.86.0/24";"Nie";"";"mig-internet-test2";"";"";"";""
"172.16.87.0/24";"Nie";"";"mig-internet-test3";"";"";"";""
"172.16.96.0/20";"Nie";"";"MIG";"";"";"";""
"172.20.224.0/24";"Nie";"";"B&R NT-HLR";"Net2";"";"";""
"172.21.150.0/24";"Nie";"";"NT-HLR";"CE-PE links";"";"";""
"172.18.197.12/30";"Nie";"";"";"";"";"";""
"172.18.197.16/30";"Nie";"";"";"";"";"";""
"10.11.172.176/28";"Nie";"";"VLAN-IN";"";"";"";""
"10.11.174.0/24";"Nie";"";"VLAN-IN-TB";"";"";"";""
"10.16.200.128/25";"Nie";"";"VLAN-CSG-IN";"";"";"";""
"10.16.200.32/28";"Nie";"";"VLAN-GPRS-IN";"";"";"";""
"10.16.200.48/30";"Nie";"";"BP-OSPF-N11";"";"";"";""
"10.16.200.64/28";"Nie";"";"VLAN-GPRS-RLB";"";"";"";""
"10.16.200.96/27";"Nie";"";"VLAN-PSD";"";"";"";""
"10.16.201.0/25";"Nie";"";"VLAN-CSG-CTRL";"";"";"";""
"10.16.201.144/28";"Nie";"";"VLAN-CSG-FUW";"";"";"";""
"10.16.201.160/27";"Nie";"";"VLAN-CSG-CSM-OUT";"";"";"";""
"10.16.201.192/27";"Nie";"";"VLAN-OSN";"";"";"";""
"10.16.201.240/29";"Nie";"";"VLAN-IP-SLA";"";"";"";""
"10.16.201.252/30";"Nie";"";"VLAN-FW-CSG-FT";"";"";"";""
"10.16.202.0/26";"Nie";"";"VLAN-CSG-OUT";"";"";"";""
"10.16.202.252/30";"Nie";"";"VLAN-FW-CBSG-FT";"";"";"";""
"10.16.202.64/26";"Nie";"";"VLAN-NEWCMX-OUT";"";"";"";""
"10.16.203.0/26";"Nie";"";"VLAN-FUWPROD";"";"";"";""
"10.16.203.128/28";"Nie";"";"VLAN-CAR-IN";"";"";"";""
"10.16.203.144/28";"Nie";"";"VLAN-FUW-RAD";"";"";"";""
"10.16.203.160/28";"Nie";"";"VLAN-FUW-INTR";"";"";"";""
"10.16.203.224/28";"Nie";"";"VLAN-FUW-TECH";"";"";"";""
"10.16.203.240/29";"Nie";"";"VLAN-TEST-SRV-TB";"";"";"";""
"10.16.203.252/30";"Nie";"";"VLAN-FW-FUW-FT";"";"";"";""
"10.16.203.64/26";"Nie";"";"VLAN-CAR";"";"";"";""
"10.16.204.0/25";"Nie";"";"VLAN-INFPROD";"";"";"";""
"10.16.204.128/28";"Nie";"";"VLAN-INTR-SK";"";"";"";""
"10.16.204.220/30";"Nie";"";"VLAN-INF-FW-FT";"";"";"";""
"10.16.204.224/27";"Nie";"";"VLAN-INF-MGMT";"";"";"";""
"10.16.205.0/26";"Nie";"";"VLAN-C&DB-MAN";"";"";"";""
"10.16.205.128/30";"Nie";"";"VLAN-FUW-OSPF";"";"";"";""
"172.16.82.128/25";"Nie";"";"BBSWITCH<->CBSG SERVICE Kaliska MMS";"";"";"";""
"10.16.205.132/30";"Nie";"";"VLAN-INF-OSPF";"";"";"";""
"10.16.205.136/30";"Nie";"";"VLAN-INF-OSPF-TB";"";"";"";""
"10.16.205.148/30";"Nie";"";"VLAN-FUW-OSPF-KAL";"";"";"";""
"10.16.205.160/28";"Nie";"";"VLAN-CBSG-MAN";"";"";"";""
"10.16.205.184/29";"Nie";"";"VLAN-CMX-OUT-TB";"";"";"";""
"10.16.205.64/26";"Nie";"";"FUW-SW-LOOPBACKS";"";"";"";""
"10.16.206.0/26";"Nie";"";"VLAN-CSG-FUW-TB";"";"";"";""
"10.16.206.128/25";"Nie";"";"VLAN-CSG-IN-TB";"";"";"";""
"10.16.206.64/28";"Nie";"";"VLAN-GPRS-RLB-TB";"";"";"";""
"10.16.206.96/27";"Nie";"";"VLAN-CSG-OUT-TB";"";"";"";""
"10.16.207.0/26";"Nie";"";"VLAN-INF-TB";"";"";"";""
"10.16.207.96/27";"Nie";"";"VLAN-MNGT-INF-TB";"";"";"";""
"10.16.212.128/25";"Nie";"";"VLAN-CSG-IN-KAZ";"";"";"";""
"10.16.212.32/28";"Nie";"";"VLAN-GPRS-IN-KAZ";"";"";"";""
"10.16.212.64/28";"Nie";"";"VLAN-GPRS-RLB-KAZ";"";"";"";""
"10.16.213.0/25";"Nie";"";"VLAN-CSG-CTRL-KAZ";"";"";"";""
"10.16.213.144/28";"Nie";"";"VLAN-CSG-FUW-KAZ";"";"";"";""
"10.16.213.160/27";"Nie";"";"VLAN-CSG-CSM-OUT-KAZ";"";"";"";""
"10.16.213.192/27";"Nie";"";"VLAN-ACE-OSN-KAZ";"";"";"";""
"10.16.214.0/26";"Nie";"";"VLAN-CSG-OUT-KAZ";"";"";"";""
"10.16.214.128/26";"Nie";"";"VLAN-PSD-KAZ";"";"";"";""
"10.16.214.192/27";"Nie";"";"VLAN-CBSG-KAZ";"";"";"";""
"10.16.214.224/28";"Nie";"";"VLAN-CBSG-OUT-KAZ";"";"";"";""
"10.16.214.244/30";"Nie";"";"CBSG-KAZ-LOOPBACKS";"";"";"";""
"10.16.214.248/30";"Nie";"";"VLAN-ACE-FT-KAZ";"";"";"";""
"10.16.215.0/26";"Nie";"";"VLAN-FUWPROD-KAZ";"";"";"";""
"10.16.215.192/27";"Nie";"";"VLAN-PWLAN-ROAMING-KAZ";"";"";"";""
"10.16.215.224/28";"Nie";"";"VLAN-FUW-TECH-KAZ";"";"";"";""
"10.16.215.240/28";"Nie";"";"VLAN-TECH-VRF-KAZ";"";"";"";""
"10.16.215.252/30";"Nie";"";"VLAN-FW-FUW-FT-KAZ";"";"";"";""
"10.16.215.64/26";"Nie";"";"VLAN-CAR-KAZ";"";"";"";""
"10.16.224.128/27";"Nie";"";"CSG-IN2-KAL";"";"";"";""
"10.16.224.32/28";"Nie";"";"VLAN-GPRS-IN-KAL";"";"";"";""
"10.16.224.56/30";"Nie";"";"BP5-BP6";"";"";"";""
"10.16.224.64/27";"Nie";"";"VLAN-GPRS-RLB-KAL";"";"";"";""
"10.16.225.0/27";"Nie";"";"VLAN-CTRL1-KAL";"";"";"";""
"10.16.225.160/27";"Nie";"";"VLAN-CSG-CSM/ACE-OUT-KAL";"";"";"";""
"10.16.225.192/27";"Nie";"";"VLAN-ACE-OSN-KAL";"";"";"";""
"10.16.225.32/27";"Nie";"";"VLAN-CTRL1-KAL";"";"";"";""
"10.16.226.0/26";"Nie";"";"VLAN-CSG-OUT-KAL";"";"";"";""
"10.16.226.244/30";"Nie";"";"CBSG-KAL-LOOPBACKS";"";"";"";""
"10.16.226.248/30";"Nie";"";"VLAN-ACE-FT-KAL";"";"";"";""
"10.16.227.0/26";"Nie";"";"VLAN-FUWPROD-KAL";"";"";"";""
"10.16.227.192/27";"Nie";"";"VLAN-PWLAN-ROAMING-KAL";"";"";"";""
"10.16.224.192/27";"Nie";"";"CSG-OUT1-KAL";"";"";"";""
"10.16.227.224/28";"Nie";"";"VLAN-FUW-TECH-KAL";"";"";"";""
"10.16.227.240/28";"Nie";"";"VLAN-TECH-VRF-KAL";"";"";"";""
"10.16.227.252/30";"Nie";"";"VLAN-FW-FUW-FT-KAL";"";"";"";""
"10.16.227.64/26";"Nie";"";"VLAN-CAR-KAL";"";"";"";""
"10.20.48.0/24";"Nie";"";"VLAN-INTR-TB";"";"";"";""
"172.16.0.160/28";"Nie";"";"ANTYSPAM_IN-KAZ";"";"";"";""
"172.16.0.176/28";"Nie";"";"ANTYSPAM_OUT-KAZ";"";"";"";""
"172.16.6.0/26";"Nie";"";"VLAN-OSN-CE11-KAZ";"";"";"";""
"172.16.6.128/26";"Nie";"";"VLAN-OSN-CE13-KAZ";"";"";"";""
"172.16.6.192/26";"Nie";"";"VLAN-OSN-CE14-KAZ";"";"";"";""
"172.16.6.64/26";"Nie";"";"VLAN-OSN-CE12-KAZ";"";"";"";""
"10.16.203.208/28";"Nie";"";"VLAN-INTR";"";"";"";""
"10.16.205.144/30";"Nie";"";"VLAN-FUW-OSPF-KAZ";"";"";"";""
"10.16.224.96/27";"Nie";"";"CSG-IN1-KAL";"";"";"";""
"10.16.224.97/32";"Nie";"";"csg2-kal01";"";"";"";""
"10.16.224.225/32";"Nie";"";"csg2-kal10";"";"";"";""
"172.18.197.20/30";"Nie";"";"";"";"";"";""
"10.16.224.224/27";"Nie";"";"CSG-OUT2-KAL";"";"";"";""
"10.4.251.89/32";"Nie";"";"cbsg-car-1-2";"";"";"";""
"10.4.251.90/32";"Nie";"";"cbsg-car-1-1";"";"";"";""
"10.4.251.88/32";"Nie";"";"cbsg-car-2-alias";"";"";"";""
"10.4.251.91/32";"Nie";"";"cbsg-car-2-2";"";"";"";""
"10.4.251.92/32";"Nie";"";"cbsg-car-2-1";"";"";"";""
"172.18.197.24/30";"Nie";"";"";"";"";"";""
"10.11.172.141/32";"Nie";"";"fw-fuw-tech standby ";"";"";"";""
"10.11.172.142/32";"Nie";"";"fw-fuw-tech active";"";"";"";""
"10.11.172.177/32";"Nie";"";"fw-fuw-tech standby ";"";"";"";""
"10.11.172.178/32";"Nie";"";"fw-fuw-tech active";"";"";"";""
"10.16.200.39/32";"Nie";"";"bp-c6k1-new";"";"";"";""
"10.16.200.40/32";"Nie";"";"bp-c6k2-new";"";"";"";""
"10.16.200.42/32";"Nie";"";"bp-c7k1-old to be removed";"";"";"";""
"10.16.200.43/32";"Nie";"";"bp-c7k2-old to be removed";"";"";"";""
"10.16.200.44/32";"Nie";"";"bp-c6k-hsrp-group212";"";"";"";""
"10.16.200.41/32";"Nie";"";"bp-c6k-hsrp-group213";"";"";"";""
"10.16.200.45/32";"Nie";"";"fw-csg-gprs standby";"";"";"";""
"10.16.200.46/32";"Nie";"";"fw-csg-gprs active";"";"";"";""
"10.16.200.49/32";"Nie";"";"bp-c7k1-old to be removed";"";"";"";""
"10.16.200.50/32";"Nie";"";"bp-c7k2-old to be removed";"";"";"";""
"10.16.200.52/32";"Nie";"";"bp-c6k1-new ";"";"";"";""
"10.16.200.53/32";"Nie";"";"bp-c6k2-new";"";"";"";""
"10.16.200.57/32";"Nie";"";"bp-c6k1-new";"";"";"";""
"10.16.200.58/32";"Nie";"";"bp-c6k2-new";"";"";"";""
"10.16.200.74/32";"Nie";"";"msfc-csg-sw-war01";"";"";"";""
"10.16.200.75/32";"Nie";"";"msfc-csg-sw-war02";"";"";"";""
"10.16.200.76/32";"Nie";"";"msfc-csg-hsrp ";"";"";"";""
"10.16.200.77/32";"Nie";"";"fw-csg-gprs standby ";"";"";"";""
"10.16.200.78/32";"Nie";"";"fw-csg-gprs active";"";"";"";""
"10.16.200.97/32";"Nie";"";"csg2-now01";"";"";"";""
"10.16.200.99/32";"Nie";"";"csg2-now02";"";"";"";""
"10.16.200.101/32";"Nie";"";"csg2-now03";"";"";"";""
"10.16.200.106/32";"Nie";"";"csg2-now13";"";"";"";""
"10.16.200.108/32";"Nie";"";"csg2-now14";"";"";"";""
"10.16.200.110/32";"Nie";"";"csg2-now15";"";"";"";""
"10.16.200.103/32";"Nie";"";"psd1-csg-sw-war01";"";"";"";""
"10.16.200.104/32";"Nie";"";"psd1-csg-sw-war02";"";"";"";""
"10.16.200.111/32";"Nie";"";"psd2-csg-sw-war01";"";"";"";""
"10.16.200.112/32";"Nie";"";"psd2-csg-sw-war02";"";"";"";""
"10.16.200.124/32";"Nie";"";"csg-sw-war01 (msfc-csg-sw-war01)";"";"";"";""
"10.16.200.125/32";"Nie";"";"csg-sw-war02 (msfc-csg-sw-war02)";"";"";"";""
"10.16.200.126/32";"Nie";"";"HSRP_245-csg-sw-war01_02";"";"";"";""
"10.16.200.129/32";"Nie";"";"csg2-now01";"";"";"";""
"10.16.200.132/32";"Nie";"";"csg2-now02";"";"";"";""
"10.16.200.135/32";"Nie";"";"csg2-now03";"";"";"";""
"10.16.200.139/32";"Nie";"";"csg2-now13";"";"";"";""
"10.16.200.142/32";"Nie";"";"csg2-now14";"";"";"";""
"10.16.200.145/32";"Nie";"";"csg2-now15";"";"";"";""
"10.16.200.165/32";"Nie";"";"csg2-now01-proxy-radius";"";"";"";""
"10.16.200.166/32";"Nie";"";"csg2-now02-proxy-radius";"";"";"";""
"10.16.200.167/32";"Nie";"";"csg2-now03-proxy-radius";"";"";"";""
"10.16.200.174/32";"Nie";"";"csg2-now13-proxy-radius";"";"";"";""
"10.16.200.175/32";"Nie";"";"csg2-now14-proxy-radius";"";"";"";""
"10.16.200.176/32";"Nie";"";"csg2-now15-proxy-radius";"";"";"";""
"10.16.200.201/32";"Nie";"";"msfc-csg-virtual-radius";"";"";"";""
"10.16.200.202/32";"Nie";"";"msfc-csg-virtual-radius-tb";"";"";"";""
"10.16.200.252/32";"Nie";"";"msfc-csg-sw-war01";"";"";"";""
"10.16.200.253/32";"Nie";"";"msfc-csg-sw-war02";"";"";"";""
"10.16.200.254/32";"Nie";"";"msfc-csg-hsrp";"";"";"";""
"10.16.201.1/32";"Nie";"";"csg2-now01";"";"";"";""
"10.16.201.4/32";"Nie";"";"csg2-now02";"";"";"";""
"10.16.201.7/32";"Nie";"";"csg2-now03";"";"";"";""
"10.16.201.11/32";"Nie";"";"csg2-now13";"";"";"";""
"10.16.201.14/32";"Nie";"";"csg2-now14";"";"";"";""
"10.16.201.17/32";"Nie";"";"csg2-now15";"";"";"";""
"10.16.201.125/32";"Nie";"";"fw-csg-fuw standby ";"";"";"";""
"10.16.201.126/32";"Nie";"";"fw-csg-fuw active";"";"";"";""
"10.16.201.154/32";"Nie";"";"msfc-fuw-sw-war01";"";"";"";""
"10.16.201.155/32";"Nie";"";"msfc-fuw-sw-war02";"";"";"";""
"10.16.201.156/32";"Nie";"";"msfc-fuw-hsrp ";"";"";"";""
"10.16.201.157/32";"Nie";"";"fw-csg-fuw standby ";"";"";"";""
"10.16.201.158/32";"Nie";"";"fw-csg-fuw active";"";"";"";""
"10.16.201.183/32";"Nie";"";"ace-fwlb-now-active";"";"";"";""
"10.16.201.184/32";"Nie";"";"ace-fwlb-now-standby";"";"";"";""
"10.16.201.185/32";"Nie";"";"ace-fwlb-now-alias";"";"";"";""
"10.16.201.187/32";"Nie";"";"fw-cbsg-ftp-test";"";"";"";""
"10.16.201.188/32";"Nie";"";"cbsg-sw-war01";"";"";"";""
"10.16.201.189/32";"Nie";"";"cbsg-sw-war02";"";"";"";""
"10.16.201.193/32";"Nie";"";"cbsg-sw-war01 (msfc-cbsg-sw-war01)";"";"";"";""
"10.16.201.194/32";"Nie";"";"cbsg-sw-war01 (msfc-cbsg-sw-war01)";"";"";"";""
"10.16.201.195/32";"Nie";"";"HSRP of the above";"";"";"";""
"10.16.201.222/32";"Nie";"";"Virtual address for OSN cluster";"";"";"";""
"10.16.201.245/32";"Nie";"";"fw-cbsg-ftp-test-standby";"";"";"";""
"10.16.201.246/32";"Nie";"";"fw-cbsg-ftp-test-active";"";"";"";""
"10.16.201.253/32";"Nie";"";"fwsm-csg01";"";"";"";""
"10.16.201.254/32";"Nie";"";"fwsm-csg02";"";"";"";""
"10.16.202.3/32";"Nie";"";"csg2-now01";"";"";"";""
"10.16.202.6/32";"Nie";"";"csg2-now02";"";"";"";""
"10.16.202.9/32";"Nie";"";"csg2-now03";"";"";"";""
"10.16.202.22/32";"Nie";"";"csg2-now13";"";"";"";""
"10.16.202.23/32";"Nie";"";"csg2-now14";"";"";"";""
"10.16.202.24/32";"Nie";"";"csg2-now15";"";"";"";""
"10.16.202.60/32";"Nie";"";"ace-fwlb-now-active";"";"";"";""
"10.16.202.61/32";"Nie";"";"ace-fwlb-now-standby";"";"";"";""
"10.16.202.62/32";"Nie";"";"ace-fwlb-now-alias";"";"";"";""
"10.16.202.65/32";"Nie";"";"cbsg-sw-war01 (msfc-cbsg-sw-war01)";"";"";"";""
"10.16.202.66/32";"Nie";"";"cbsg-sw-war02 (msfc-cbsg-sw-war02)";"";"";"";""
"10.16.202.67/32";"Nie";"";"HSRP of the above";"";"";"";""
"10.16.202.68/32";"Nie";"";"csg-vrf-sw-war-mvne01";"";"";"";""
"10.16.202.69/32";"Nie";"";"csg-vrf-sw-war-mvne02";"";"";"";""
"10.16.202.70/32";"Nie";"";"HSRP of the above";"";"";"";""
"10.16.213.2/32";"Nie";"";"csg2-kaz02";"";"";"";""
"10.16.202.71/32";"Nie";"";"cbsg-sw-war03 (msfc-cbsg-sw-war03)";"";"";"";""
"10.16.202.72/32";"Nie";"";"cbsg-sw-war04 (msfc-cbsg-sw-war04)";"";"";"";""
"10.16.202.73/32";"Nie";"";"HSRP of the above";"";"";"";""
"10.16.202.74/32";"Nie";"";"HSRP of the above";"";"";"";""
"10.16.202.75/32";"Nie";"";"HSRP of the above";"";"";"";""
"10.16.202.77/32";"Nie";"";"cbsg-sw-war05";"";"";"";""
"10.16.202.78/32";"Nie";"";"cbsg-sw-war06 (msfc-cbsg-sw-war06)";"";"";"";""
"10.16.202.79/32";"Nie";"";"HSRP of the above";"";"";"";""
"10.16.202.118/32";"Nie";"";"X40 at Kaliska";"";"";"";""
"10.16.202.119/32";"Nie";"";"VRRP address of X40 in group 3";"";"";"";""
"10.16.202.120/32";"Nie";"";"VRRP address of X40 in group 2";"";"";"";""
"10.16.202.121/32";"Nie";"";"FWE-WAR01";"";"";"";""
"10.16.202.122/32";"Nie";"";"FWE-WAR02";"";"";"";""
"10.16.202.123/32";"Nie";"";"VRRP address of FWE (gateway for WAP)";"";"";"";""
"10.16.202.124/32";"Nie";"";"X40 at Nowogrodzka 11";"";"";"";""
"10.16.202.125/32";"Nie";"";"X40 at Kazimierzowska";"";"";"";""
"10.16.202.126/32";"Nie";"";"VRRP address of X40 in group 1";"";"";"";""
"10.16.202.254/32";"Nie";"";"fwsm-cbsg02";"";"";"";""
"10.16.203.60/32";"Nie";"";"msfc-fuw-sw-war01";"";"";"";""
"10.16.203.61/32";"Nie";"";"msfc-fuw-sw-war02";"";"";"";""
"10.16.203.62/32";"Nie";"";"msfc-fuw-hsrp (default gateway  for hosts in this VLAN)";"";"";"";""
"10.16.203.71/32";"Nie";"";"cbsg-car-1-alias";"";"";"";""
"10.16.203.72/32";"Nie";"";"cbsg-car-1-2";"";"";"";""
"10.16.203.73/32";"Nie";"";"cbsg-car-1-1";"";"";"";""
"10.16.203.74/32";"Nie";"";"cbsg-car-2-alias";"";"";"";""
"10.16.203.75/32";"Nie";"";"cbsg-car-2-2";"";"";"";""
"10.16.203.76/32";"Nie";"";"cbsg-car-2-1";"";"";"";""
"10.16.203.125/32";"Nie";"";"fw-fuw-car  standby ";"";"";"";""
"10.16.203.126/32";"Nie";"";"fw-fuw-car  active";"";"";"";""
"10.16.203.129/32";"Nie";"";"msfc-fuw-v-radius";"";"";"";""
"10.16.203.138/32";"Nie";"";"msfc-fuw-sw-war01";"";"";"";""
"10.16.203.139/32";"Nie";"";"msfc-fuw-sw-war02";"";"";"";""
"10.16.203.140/32";"Nie";"";"msfc-fuw-hsrp";"";"";"";""
"10.16.203.141/32";"Nie";"";"fw-fuw-car  standby ";"";"";"";""
"10.16.203.142/32";"Nie";"";"fw-fuw-car  active";"";"";"";""
"10.16.203.157/32";"Nie";"";"fw-fuw-car  standby ";"";"";"";""
"10.16.203.158/32";"Nie";"";"fw-fuw-car  active";"";"";"";""
"10.16.203.170/32";"Nie";"";"msfc-fuw-sw-war01";"";"";"";""
"10.16.203.171/32";"Nie";"";"msfc-fuw-sw-war02";"";"";"";""
"10.16.203.172/32";"Nie";"";"msfc-fuw-hsrp ";"";"";"";""
"10.16.203.173/32";"Nie";"";"fw-fuw-intr standby";"";"";"";""
"10.16.203.174/32";"Nie";"";"fw-fuw-intr active";"";"";"";""
"10.16.203.189/32";"Nie";"";"fw-fuw-intr standby ";"";"";"";""
"10.16.203.190/32";"Nie";"";"fw-fuw-intr active";"";"";"";""
"10.16.203.221/32";"Nie";"";"fw-fuw-intr standby ";"";"";"";""
"10.16.203.222/32";"Nie";"";"fw-fuw-intr active";"";"";"";""
"10.16.203.234/32";"Nie";"";"msfc-fuw-sw-war01";"";"";"";""
"10.16.203.235/32";"Nie";"";"msfc-fuw-sw-war02";"";"";"";""
"10.16.203.236/32";"Nie";"";"msfc-fuw-hsrp ";"";"";"";""
"10.16.203.237/32";"Nie";"";"fw-fuw-tech standby ";"";"";"";""
"10.16.203.238/32";"Nie";"";"fw-fuw-tech active";"";"";"";""
"10.16.203.241/32";"Nie";"";"server";"";"";"";""
"10.16.203.246/32";"Nie";"";"csm-tb";"";"";"";""
"10.16.203.253/32";"Nie";"";"fwsm-fuw01";"";"";"";""
"10.16.203.254/32";"Nie";"";"fwsm-fuw02";"";"";"";""
"10.16.204.1/32";"Nie";"";"msfc-inf-hsrp (default gateway for hosts in this VLAN)";"";"";"";""
"10.16.204.2/32";"Nie";"";"msfc-inf01";"";"";"";""
"10.16.204.3/32";"Nie";"";"msfc-inf02";"";"";"";""
"10.16.204.125/32";"Nie";"";"inf-fw-intr standby";"";"";"";""
"10.16.204.126/32";"Nie";"";"inf-fw-intr active";"";"";"";""
"10.16.204.141/32";"Nie";"";"fw-inf-intr standby ";"";"";"";""
"10.16.204.142/32";"Nie";"";"fw-inf-intr active";"";"";"";""
"10.16.204.221/32";"Nie";"";"fwsm-inf01";"";"";"";""
"10.16.204.222/32";"Nie";"";"fwsm-inf02";"";"";"";""
"10.16.204.253/32";"Nie";"";"fw-fuw-intr standby ";"";"";"";""
"10.16.204.254/32";"Nie";"";"fw-fuw-intr active";"";"";"";""
"10.16.205.1/32";"Nie";"";"fuw-sw-war1";"";"";"";""
"10.16.205.2/32";"Nie";"";"fuw-sw-war2";"";"";"";""
"10.16.205.3/32";"Nie";"";"inf-sw-war01";"";"";"";""
"10.16.205.4/32";"Nie";"";"inf-sw-war02";"";"";"";""
"10.16.205.5/32";"Nie";"";"csg-sw-tb active interface";"";"";"";""
"10.16.205.8/32";"Nie";"";"inf-sw-tb01";"";"";"";""
"10.16.205.9/32";"Nie";"";"inf-sw-tb02";"";"";"";""
"10.16.205.11/32";"Nie";"";"fuw-sw-war03";"";"";"";""
"10.16.205.12/32";"Nie";"";"fuw-sw-war04";"";"";"";""
"10.16.205.13/32";"Nie";"";"fuw-sw-war05";"";"";"";""
"10.16.205.14/32";"Nie";"";"fuw-sw-war06";"";"";"";""
"10.16.205.34/32";"Nie";"";"msfc-inf-hsrp (default gateway for inf-sw-tb )";"";"";"";""
"10.16.205.65/32";"Nie";"";"Loopback 0 of fuw-sw-war01";"";"";"";""
"10.16.205.66/32";"Nie";"";"Loopback 0 of fuw-sw-war02";"";"";"";""
"10.16.205.67/32";"Nie";"";"Loopback 0 of inf-sw-war01";"";"";"";""
"10.16.205.68/32";"Nie";"";"Loopback 0 of inf-sw-war02";"";"";"";""
"10.16.205.69/32";"Nie";"";"Loopback 0 of cmx-sw-tb";"";"";"";""
"10.16.205.71/32";"Nie";"";"Loopback 0 of inf-sw-tb01";"";"";"";""
"10.16.205.72/32";"Nie";"";"Loopback 0 of inf-sw-tb02";"";"";"";""
"10.16.205.73/32";"Nie";"";"Loopback 0 msfc-fuw-mvne01";"";"";"";""
"10.16.205.74/32";"Nie";"";"Loopback 0 msfc-fuw-mvne02";"";"";"";""
"10.16.205.75/32";"Nie";"";"Loopback 0 fuw-sw-war03";"";"";"";""
"10.16.205.76/32";"Nie";"";"Loopback 0 fuw-sw-war04";"";"";"";""
"10.16.205.77/32";"Nie";"";"Loopback 0 fuw-sw-war05";"";"";"";""
"10.16.205.78/32";"Nie";"";"Loopback 0 fuw-sw-war06";"";"";"";""
"10.16.205.129/32";"Nie";"";"msfc-fuw-sw-war01";"";"";"";""
"10.16.205.130/32";"Nie";"";"msfc-fuw-sw-war02";"";"";"";""
"10.16.205.133/32";"Nie";"";"msfc-inf-sw-war01";"";"";"";""
"10.16.205.134/32";"Nie";"";"msfc-inf-sw-war02";"";"";"";""
"10.16.205.145/32";"Nie";"";"msfc-fuw-sw-war03";"";"";"";""
"10.16.205.146/32";"Nie";"";"msfc-fuw-sw-war04";"";"";"";""
"10.16.205.161/32";"Nie";"";"cbsg-sw-war01";"";"";"";""
"10.16.205.162/32";"Nie";"";"cbsg-sw-war02";"";"";"";""
"10.16.205.163/32";"Nie";"";"HSRP of the above";"";"";"";""
